Threshold,Mob_Result,Num_Powerful_Actors,Act_Counter,Withdraw_Counter,Power_Exchange_Counter,Act_Against_Counter,Participation_Rate
2.3800000000000003,Success,1,19,14,0,8,28.57142857142857
2.3800000000000003,Success,1,14,16,2,9,14.285714285714285
2.3800000000000003,Success,1,17,17,3,4,33.33333333333333
2.3800000000000003,Success,1,19,12,0,8,28.57142857142857
2.3800000000000003,Success,1,17,15,0,7,26.190476190476193
2.3800000000000003,Success,1,20,16,0,5,38.095238095238095
2.3800000000000003,Success,1,22,14,1,4,45.23809523809524
2.3800000000000003,Success,1,21,14,0,4,42.857142857142854
2.3800000000000003,Success,1,19,14,2,6,33.33333333333333
2.3800000000000003,Success,1,14,21,3,3,28.57142857142857
2.3800000000000003,Success,1,18,14,1,8,26.190476190476193
2.3800000000000003,Success,1,12,16,0,8,11.904761904761903
2.3800000000000003,Success,1,16,11,7,7,23.809523809523807
2.3800000000000003,Success,1,23,15,2,1,54.761904761904766
2.3800000000000003,Success,1,14,22,0,3,28.57142857142857
2.3800000000000003,Success,1,21,13,1,6,38.095238095238095
2.3800000000000003,Success,1,21,14,0,4,42.857142857142854
2.3800000000000003,Success,1,20,11,1,9,28.57142857142857
2.3800000000000003,Success,1,18,21,0,2,40.476190476190474
2.3800000000000003,Success,1,18,15,0,7,28.57142857142857
2.3800000000000003,Success,1,20,14,0,4,40.476190476190474
2.3800000000000003,Success,1,23,13,0,5,45.23809523809524
2.3800000000000003,Success,1,18,18,0,4,35.714285714285715
2.3800000000000003,Success,1,21,11,0,9,30.952380952380953
2.3800000000000003,Success,1,18,13,8,2,40.476190476190474
2.3800000000000003,Success,1,20,12,1,8,30.952380952380953
2.3800000000000003,Success,1,19,12,4,6,33.33333333333333
2.3800000000000003,Success,1,22,13,0,4,45.23809523809524
2.3800000000000003,Success,1,20,11,0,6,35.714285714285715
2.3800000000000003,Success,1,21,11,0,5,40.476190476190474
2.3800000000000003,Success,1,21,12,1,7,35.714285714285715
2.3800000000000003,Success,1,18,14,0,6,30.952380952380953
2.3800000000000003,Success,1,23,15,0,2,52.38095238095239
2.3800000000000003,Success,1,24,12,1,4,50.0
2.3800000000000003,Success,1,19,11,0,11,21.428571428571427
2.3800000000000003,Success,1,20,13,4,4,40.476190476190474
2.3800000000000003,Success,1,21,12,0,8,33.33333333333333
2.3800000000000003,Success,1,22,13,0,3,47.61904761904761
2.3800000000000003,Success,1,15,13,0,11,11.904761904761903
2.3800000000000003,Success,1,17,17,4,3,35.714285714285715
2.3800000000000003,Success,1,23,14,0,1,54.761904761904766
2.3800000000000003,Success,1,19,14,4,4,38.095238095238095
2.3800000000000003,Success,1,19,15,1,6,33.33333333333333
2.3800000000000003,Success,1,16,16,0,9,19.047619047619047
2.3800000000000003,Success,1,20,15,0,5,38.095238095238095
2.3800000000000003,Success,1,17,11,6,7,26.190476190476193
2.3800000000000003,Success,1,18,14,0,7,28.57142857142857
2.3800000000000003,Success,1,15,16,0,3,30.952380952380953
2.3800000000000003,Success,1,21,15,0,4,42.857142857142854
2.3800000000000003,Success,1,15,19,0,5,26.190476190476193
2.3800000000000003,Success,1,16,15,0,7,23.809523809523807
2.3800000000000003,Success,1,21,16,1,3,45.23809523809524
2.3800000000000003,Success,1,19,15,0,3,40.476190476190474
2.3800000000000003,Success,1,17,12,0,8,23.809523809523807
2.3800000000000003,Success,1,18,12,2,9,23.809523809523807
2.3800000000000003,Success,1,19,14,0,7,30.952380952380953
2.3800000000000003,Success,1,20,15,1,5,38.095238095238095
2.3800000000000003,Success,1,14,18,0,6,21.428571428571427
2.3800000000000003,Success,1,24,10,0,7,42.857142857142854
2.3800000000000003,Success,1,20,16,1,4,40.476190476190474
2.3800000000000003,Success,1,26,10,0,3,57.14285714285714
2.3800000000000003,Success,1,19,16,1,5,35.714285714285715
2.3800000000000003,Success,1,18,14,2,7,28.57142857142857
2.3800000000000003,Success,1,20,14,0,6,35.714285714285715
2.3800000000000003,Success,1,26,12,0,3,57.14285714285714
2.3800000000000003,Success,1,25,9,0,6,47.61904761904761
2.3800000000000003,Success,1,25,8,0,6,47.61904761904761
2.3800000000000003,Success,1,19,15,0,5,35.714285714285715
2.3800000000000003,Success,1,16,18,0,5,28.57142857142857
2.3800000000000003,Success,1,18,11,0,10,21.428571428571427
2.3800000000000003,Success,1,16,17,2,6,26.190476190476193
2.3800000000000003,Success,1,22,11,5,3,47.61904761904761
2.3800000000000003,Success,1,17,18,0,6,28.57142857142857
2.3800000000000003,Success,1,18,15,0,5,33.33333333333333
2.3800000000000003,Success,1,25,11,1,4,52.38095238095239
2.3800000000000003,Success,1,21,13,3,4,42.857142857142854
2.3800000000000003,Success,1,20,14,2,5,38.095238095238095
2.3800000000000003,Success,1,20,12,0,7,33.33333333333333
2.3800000000000003,Success,1,17,14,2,8,23.809523809523807
2.3800000000000003,Success,1,19,18,0,4,38.095238095238095
2.3800000000000003,Success,1,22,15,1,3,47.61904761904761
2.3800000000000003,Success,1,14,19,0,7,19.047619047619047
2.3800000000000003,Success,1,20,13,0,4,40.476190476190474
2.3800000000000003,Success,1,16,18,0,7,23.809523809523807
2.3800000000000003,Success,1,25,9,0,3,54.761904761904766
2.3800000000000003,Success,1,25,11,0,4,52.38095238095239
2.3800000000000003,Success,1,18,17,0,4,35.714285714285715
2.3800000000000003,Success,1,20,13,0,5,38.095238095238095
2.3800000000000003,Success,1,25,10,0,3,54.761904761904766
2.3800000000000003,Success,1,19,16,0,5,35.714285714285715
2.3800000000000003,Success,1,18,17,1,5,33.33333333333333
2.3800000000000003,Success,1,17,17,0,4,33.33333333333333
2.3800000000000003,Success,1,16,19,0,5,28.57142857142857
2.3800000000000003,Success,1,17,16,3,5,30.952380952380953
2.3800000000000003,Success,1,19,11,0,7,30.952380952380953
2.3800000000000003,Success,1,24,10,1,6,45.23809523809524
2.3800000000000003,Success,1,21,12,0,5,40.476190476190474
2.3800000000000003,Success,1,20,13,0,2,45.23809523809524
2.3800000000000003,Success,1,16,17,0,6,26.190476190476193
2.3800000000000003,Success,1,22,13,3,3,47.61904761904761
2.3800000000000003,Success,1,17,19,0,0,42.857142857142854
2.3800000000000003,Success,1,14,14,0,7,19.047619047619047
2.3800000000000003,Success,1,23,13,0,4,47.61904761904761
2.3800000000000003,Success,1,23,8,0,10,33.33333333333333
2.3800000000000003,Success,1,18,17,0,5,33.33333333333333
2.3800000000000003,Success,1,20,14,0,7,33.33333333333333
2.3800000000000003,Success,1,19,18,2,2,42.857142857142854
2.3800000000000003,Success,1,23,13,1,4,47.61904761904761
2.3800000000000003,Success,1,19,14,0,7,30.952380952380953
2.3800000000000003,Success,1,16,16,3,6,26.190476190476193
2.3800000000000003,Success,1,19,20,0,2,42.857142857142854
2.3800000000000003,Success,1,25,12,0,3,54.761904761904766
2.3800000000000003,Success,1,24,9,0,6,45.23809523809524
2.3800000000000003,Success,1,18,16,4,3,38.095238095238095
2.3800000000000003,Success,1,18,10,3,10,21.428571428571427
2.3800000000000003,Success,1,18,15,0,5,33.33333333333333
2.3800000000000003,Success,1,20,13,5,3,42.857142857142854
2.3800000000000003,Success,1,22,14,1,4,45.23809523809524
2.3800000000000003,Success,1,16,18,0,4,30.952380952380953
2.3800000000000003,Success,1,17,11,0,9,21.428571428571427
2.3800000000000003,Success,1,16,16,3,6,26.190476190476193
2.3800000000000003,Success,1,17,18,0,4,33.33333333333333
2.3800000000000003,Success,1,15,17,0,4,28.57142857142857
2.3800000000000003,Success,1,25,10,4,2,57.14285714285714
2.3800000000000003,Success,1,18,15,0,6,30.952380952380953
2.3800000000000003,Success,1,17,12,0,8,23.809523809523807
2.3800000000000003,Success,1,21,14,2,4,42.857142857142854
2.3800000000000003,Success,1,17,12,4,8,23.809523809523807
2.3800000000000003,Success,1,21,12,1,7,35.714285714285715
2.3800000000000003,Success,1,13,15,0,5,21.428571428571427
2.3800000000000003,Success,1,23,15,0,3,50.0
2.3800000000000003,Success,1,16,19,5,1,38.095238095238095
2.3800000000000003,Success,1,22,12,2,5,42.857142857142854
2.3800000000000003,Success,1,17,16,0,4,33.33333333333333
2.3800000000000003,Success,1,22,15,3,1,52.38095238095239
2.3800000000000003,Success,1,18,15,3,5,33.33333333333333
2.3800000000000003,Success,1,17,16,0,6,28.57142857142857
2.3800000000000003,Success,1,20,16,0,2,45.23809523809524
2.3800000000000003,Success,1,18,10,0,8,26.190476190476193
2.3800000000000003,Success,1,22,12,4,3,47.61904761904761
2.3800000000000003,Success,1,19,11,7,4,38.095238095238095
2.3800000000000003,Success,1,18,18,0,3,38.095238095238095
2.3800000000000003,Success,1,17,14,4,6,28.57142857142857
2.3800000000000003,Success,1,23,15,0,1,54.761904761904766
2.3800000000000003,Success,1,19,14,0,6,33.33333333333333
2.3800000000000003,Success,1,21,13,2,5,40.476190476190474
2.3800000000000003,Success,1,16,14,3,8,21.428571428571427
2.3800000000000003,Success,1,18,15,0,8,26.190476190476193
2.3800000000000003,Success,1,13,22,3,3,26.190476190476193
2.3800000000000003,Success,1,22,13,1,5,42.857142857142854
2.3800000000000003,Success,1,25,11,0,3,54.761904761904766
2.3800000000000003,Success,1,15,19,0,6,23.809523809523807
2.3800000000000003,Success,1,18,17,0,3,38.095238095238095
2.3800000000000003,Success,1,17,17,0,5,30.952380952380953
2.3800000000000003,Success,1,18,16,0,6,30.952380952380953
2.3800000000000003,Success,1,19,15,2,5,35.714285714285715
2.3800000000000003,Success,1,21,15,0,2,47.61904761904761
2.3800000000000003,Success,1,22,12,2,5,42.857142857142854
2.3800000000000003,Success,1,18,15,4,4,35.714285714285715
2.3800000000000003,Success,1,21,10,0,5,40.476190476190474
2.3800000000000003,Success,1,13,14,5,9,11.904761904761903
2.3800000000000003,Success,1,19,16,0,5,35.714285714285715
2.3800000000000003,Success,1,24,10,0,7,42.857142857142854
2.3800000000000003,Success,1,19,14,1,7,30.952380952380953
2.3800000000000003,Success,1,20,13,0,6,35.714285714285715
2.3800000000000003,Success,1,17,14,4,6,28.57142857142857
2.3800000000000003,Success,1,17,18,0,5,30.952380952380953
2.3800000000000003,Success,1,26,10,0,3,57.14285714285714
2.3800000000000003,Success,1,16,14,0,8,21.428571428571427
2.3800000000000003,Success,1,18,11,0,7,28.57142857142857
2.3800000000000003,Success,1,16,13,7,5,28.57142857142857
2.3800000000000003,Success,1,22,13,0,6,40.476190476190474
2.3800000000000003,Success,1,18,11,0,5,33.33333333333333
2.3800000000000003,Success,1,19,16,0,2,42.857142857142854
2.3800000000000003,Success,1,20,18,1,2,45.23809523809524
2.3800000000000003,Success,1,24,12,0,4,50.0
2.3800000000000003,Success,1,21,12,0,7,35.714285714285715
2.3800000000000003,Success,1,20,13,3,5,38.095238095238095
2.3800000000000003,Success,1,16,18,0,5,28.57142857142857
2.3800000000000003,Success,1,16,20,2,3,33.33333333333333
2.3800000000000003,Success,1,15,19,0,2,33.33333333333333
2.3800000000000003,Success,1,21,15,0,4,42.857142857142854
2.3800000000000003,Success,1,22,14,0,4,45.23809523809524
2.3800000000000003,Success,1,26,11,0,3,57.14285714285714
2.3800000000000003,Success,1,18,16,3,4,35.714285714285715
2.3800000000000003,Success,1,15,15,6,5,26.190476190476193
2.3800000000000003,Success,1,19,17,0,3,40.476190476190474
2.3800000000000003,Success,1,18,18,1,4,35.714285714285715
2.3800000000000003,Success,1,18,17,1,5,33.33333333333333
2.3800000000000003,Success,1,21,13,0,7,35.714285714285715
2.3800000000000003,Success,1,17,13,6,5,30.952380952380953
2.3800000000000003,Success,1,21,9,3,8,33.33333333333333
2.3800000000000003,Success,1,20,9,4,8,30.952380952380953
2.3800000000000003,Success,1,20,15,0,5,38.095238095238095
2.3800000000000003,Success,1,19,9,4,9,26.190476190476193
2.3800000000000003,Success,1,21,17,0,2,47.61904761904761
2.3800000000000003,Success,1,21,15,0,3,45.23809523809524
2.3800000000000003,Success,1,20,14,1,6,35.714285714285715
2.3800000000000003,Success,1,19,13,0,5,35.714285714285715
2.3800000000000003,Success,1,14,19,2,6,21.428571428571427
2.3800000000000003,Success,1,13,15,5,8,14.285714285714285
2.3800000000000003,Success,1,20,13,8,0,50.0
2.3800000000000003,Success,1,19,15,0,7,30.952380952380953
2.3800000000000003,Success,1,18,19,1,3,38.095238095238095
2.3800000000000003,Success,1,21,15,0,5,40.476190476190474
2.3800000000000003,Success,1,19,15,0,5,35.714285714285715
2.3800000000000003,Success,1,17,15,0,5,30.952380952380953
2.3800000000000003,Success,1,17,18,2,4,33.33333333333333
2.3800000000000003,Success,1,19,14,0,5,35.714285714285715
2.3800000000000003,Success,1,17,17,4,3,35.714285714285715
2.3800000000000003,Success,1,18,13,4,6,30.952380952380953
2.3800000000000003,Success,1,19,16,0,4,38.095238095238095
2.3800000000000003,Success,1,22,13,0,3,47.61904761904761
2.3800000000000003,Success,1,21,16,0,3,45.23809523809524
2.3800000000000003,Success,1,22,8,0,4,45.23809523809524
2.3800000000000003,Success,1,17,18,2,4,33.33333333333333
2.3800000000000003,Success,1,20,14,0,6,35.714285714285715
2.3800000000000003,Success,1,18,15,1,7,28.57142857142857
2.3800000000000003,Success,1,19,11,0,6,33.33333333333333
2.3800000000000003,Success,1,19,17,0,3,40.476190476190474
2.3800000000000003,Success,1,20,14,0,6,35.714285714285715
2.3800000000000003,Success,1,21,13,3,4,42.857142857142854
2.3800000000000003,Success,1,20,16,0,5,38.095238095238095
2.3800000000000003,Success,1,19,14,3,5,35.714285714285715
2.3800000000000003,Success,1,19,15,0,7,30.952380952380953
2.3800000000000003,Success,1,21,13,0,7,35.714285714285715
2.3800000000000003,Success,1,20,12,0,8,30.952380952380953
2.3800000000000003,Success,1,22,13,0,3,47.61904761904761
2.3800000000000003,Success,1,16,13,0,9,19.047619047619047
2.3800000000000003,Success,1,21,18,0,1,50.0
2.3800000000000003,Success,1,18,13,5,5,33.33333333333333
2.3800000000000003,Success,1,17,18,1,5,30.952380952380953
2.3800000000000003,Success,1,19,19,0,3,40.476190476190474
2.3800000000000003,Success,1,14,22,0,4,26.190476190476193
2.3800000000000003,Success,1,17,15,2,7,26.190476190476193
2.3800000000000003,Success,1,19,16,0,2,42.857142857142854
2.3800000000000003,Success,1,20,9,0,5,38.095238095238095
2.3800000000000003,Success,1,22,17,1,1,52.38095238095239
2.3800000000000003,Success,1,17,16,0,8,23.809523809523807
2.3800000000000003,Success,1,16,13,9,3,33.33333333333333
2.3800000000000003,Success,1,19,13,0,6,33.33333333333333
2.3800000000000003,Success,1,14,13,2,12,7.142857142857142
2.3800000000000003,Success,1,20,19,0,2,45.23809523809524
2.3800000000000003,Success,1,20,14,1,6,35.714285714285715
2.3800000000000003,Success,1,20,15,3,3,42.857142857142854
2.3800000000000003,Success,1,25,11,0,3,54.761904761904766
2.3800000000000003,Success,1,19,13,0,7,30.952380952380953
2.3800000000000003,Success,1,12,14,7,8,11.904761904761903
2.3800000000000003,Success,1,20,14,0,4,40.476190476190474
2.3800000000000003,Success,1,14,17,0,8,16.666666666666664
2.3800000000000003,Success,1,22,14,0,5,42.857142857142854
2.3800000000000003,Success,1,16,16,6,3,33.33333333333333
2.3800000000000003,Success,1,21,13,0,5,40.476190476190474
2.3800000000000003,Success,1,17,10,3,11,16.666666666666664
2.3800000000000003,Success,1,12,14,0,10,7.142857142857142
2.3800000000000003,Success,1,19,16,1,5,35.714285714285715
2.3800000000000003,Success,1,24,11,3,3,52.38095238095239
2.3800000000000003,Success,1,20,17,0,4,40.476190476190474
2.3800000000000003,Success,1,17,14,0,9,21.428571428571427
2.3800000000000003,Success,1,16,16,2,7,23.809523809523807
2.3800000000000003,Success,1,23,15,0,3,50.0
2.3800000000000003,Success,1,18,19,0,4,35.714285714285715
2.3800000000000003,Success,1,22,12,0,6,40.476190476190474
2.3800000000000003,Success,1,21,15,2,3,45.23809523809524
2.3800000000000003,Success,1,21,10,0,6,38.095238095238095
2.3800000000000003,Success,1,15,17,0,2,33.33333333333333
2.3800000000000003,Success,1,23,11,1,6,42.857142857142854
2.3800000000000003,Success,1,20,15,3,3,42.857142857142854
2.3800000000000003,Success,1,18,10,6,7,28.57142857142857
2.3800000000000003,Success,1,16,12,0,4,30.952380952380953
2.3800000000000003,Success,1,18,14,2,7,28.57142857142857
2.3800000000000003,Success,1,20,12,3,6,35.714285714285715
2.3800000000000003,Success,1,23,10,0,6,42.857142857142854
2.3800000000000003,Success,1,22,11,1,7,38.095238095238095
2.3800000000000003,Success,1,15,16,2,8,19.047619047619047
2.3800000000000003,Success,1,18,14,0,7,28.57142857142857
2.3800000000000003,Success,1,24,11,4,2,54.761904761904766
2.3800000000000003,Success,1,22,13,2,4,45.23809523809524
2.3800000000000003,Success,1,20,14,1,6,35.714285714285715
2.3800000000000003,Success,1,19,18,2,2,42.857142857142854
2.3800000000000003,Success,1,18,15,0,5,33.33333333333333
2.3800000000000003,Success,1,18,15,2,6,30.952380952380953
2.3800000000000003,Success,1,15,14,0,8,19.047619047619047
2.3800000000000003,Success,1,15,13,0,10,14.285714285714285
2.3800000000000003,Success,1,21,14,0,5,40.476190476190474
2.3800000000000003,Success,1,19,12,4,6,33.33333333333333
2.3800000000000003,Success,1,21,10,0,7,35.714285714285715
2.3800000000000003,Success,1,20,11,0,9,28.57142857142857
2.3800000000000003,Success,1,16,18,0,1,38.095238095238095
2.3800000000000003,Success,1,18,14,0,1,42.857142857142854
2.3800000000000003,Success,1,20,14,3,4,40.476190476190474
2.3800000000000003,Success,1,26,9,0,4,54.761904761904766
2.3800000000000003,Success,1,20,16,2,3,42.857142857142854
2.3800000000000003,Success,1,21,17,0,2,47.61904761904761
2.3800000000000003,Success,1,20,16,2,3,42.857142857142854
2.3800000000000003,Success,1,17,18,0,4,33.33333333333333
2.3800000000000003,Success,1,19,17,0,1,45.23809523809524
2.3800000000000003,Success,1,24,13,1,3,52.38095238095239
2.3800000000000003,Success,1,21,14,4,2,47.61904761904761
2.3800000000000003,Success,1,23,11,2,5,45.23809523809524
2.3800000000000003,Success,1,18,17,4,2,40.476190476190474
2.3800000000000003,Success,1,21,15,1,4,42.857142857142854
2.3800000000000003,Success,1,18,16,0,5,33.33333333333333
2.3800000000000003,Success,1,22,16,1,2,50.0
2.3800000000000003,Success,1,21,11,0,3,45.23809523809524
2.3800000000000003,Success,1,23,13,2,3,50.0
2.3800000000000003,Success,1,18,15,1,7,28.57142857142857
2.3800000000000003,Success,1,24,12,1,4,50.0
2.3800000000000003,Success,1,22,13,0,6,40.476190476190474
2.3800000000000003,Success,1,24,16,1,0,59.523809523809526
2.3800000000000003,Success,1,20,12,0,7,33.33333333333333
2.3800000000000003,Success,1,19,15,0,7,30.952380952380953
2.3800000000000003,Success,1,21,13,4,3,45.23809523809524
2.3800000000000003,Success,1,16,18,0,6,26.190476190476193
2.3800000000000003,Success,1,21,14,3,3,45.23809523809524
2.3800000000000003,Success,1,20,17,0,4,40.476190476190474
2.3800000000000003,Success,1,21,13,0,5,40.476190476190474
2.3800000000000003,Success,1,16,11,11,3,33.33333333333333
2.3800000000000003,Success,1,22,13,0,4,45.23809523809524
2.3800000000000003,Success,1,20,12,3,6,35.714285714285715
2.3800000000000003,Success,1,19,10,7,5,35.714285714285715
2.3800000000000003,Success,1,19,14,1,7,30.952380952380953
2.3800000000000003,Success,1,20,12,0,3,42.857142857142854
2.3800000000000003,Success,1,21,15,0,5,40.476190476190474
2.3800000000000003,Success,1,15,14,0,5,26.190476190476193
2.3800000000000003,Success,1,19,16,1,5,35.714285714285715
2.3800000000000003,Success,1,20,11,0,7,33.33333333333333
2.3800000000000003,Success,1,20,18,1,2,45.23809523809524
2.3800000000000003,Success,1,21,8,0,7,35.714285714285715
2.3800000000000003,Success,1,24,8,4,5,47.61904761904761
2.3800000000000003,Success,1,16,17,5,3,33.33333333333333
2.3800000000000003,Success,1,15,18,0,4,28.57142857142857
2.3800000000000003,Success,1,20,14,0,6,35.714285714285715
2.3800000000000003,Success,1,19,15,0,6,33.33333333333333
2.3800000000000003,Success,1,21,14,3,3,45.23809523809524
2.3800000000000003,Success,1,16,21,3,1,38.095238095238095
2.3800000000000003,Success,1,16,16,0,8,21.428571428571427
2.3800000000000003,Success,1,19,14,0,7,30.952380952380953
2.3800000000000003,Success,1,21,11,0,3,45.23809523809524
2.3800000000000003,Success,1,16,18,0,6,26.190476190476193
2.3800000000000003,Success,1,18,14,0,9,23.809523809523807
2.3800000000000003,Success,1,14,13,0,10,11.904761904761903
2.3800000000000003,Success,1,16,12,0,10,16.666666666666664
2.3800000000000003,Success,1,16,16,0,8,21.428571428571427
2.3800000000000003,Success,1,23,15,0,3,50.0
2.3800000000000003,Success,1,20,11,0,2,45.23809523809524
2.3800000000000003,Success,1,22,11,0,3,47.61904761904761
2.3800000000000003,Success,1,15,20,0,6,23.809523809523807
2.3800000000000003,Success,1,15,18,2,6,23.809523809523807
2.3800000000000003,Success,1,18,15,0,6,30.952380952380953
2.3800000000000003,Success,1,22,13,0,4,45.23809523809524
2.3800000000000003,Success,1,19,9,0,8,28.57142857142857
2.3800000000000003,Success,1,23,13,1,4,47.61904761904761
2.3800000000000003,Success,1,16,16,0,8,21.428571428571427
